prefix_s,project_s,src_db_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
GETW01,TSA,GenBank,,PLN,Euphorbia tirucalli,PRJNA318934,SAMN04870393,,"dev_stage: adult,tissue_type: stem\, latex",33461693,26447,0,No,0,0,0,No,,,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEUI01,TSA,GenBank,,PLN,Cyclocarya paliurus,PRJNA326184,"SAMN05276015,SAMN05276016",,,66728179,84223,0,No,0,0,0,No,,,2017-06-27T00:00:00Z,2017-06-27T00:00:00Z
GEUK01,TSA,GenBank,,PLN,Opuntia ficus-indica,PRJNA322123,SAMN05017653,cultivar: Ofer,"dev_stage: Ripe,tissue_type: Fruit",63026613,69762,0,No,0,0,0,No,,,2016-07-11T00:00:00Z,2016-07-11T00:00:00Z
GEUP01,TSA,GenBank,,PLN,Zenia insignis,PRJNA312700,SAMN04505602,cultivar: Zenia insignis Chun,tissue_type: stem and cortex,57823751,63988,0,No,0,0,0,No,,,2016-07-19T00:00:00Z,2016-07-19T00:00:00Z
GEUR01,TSA,GenBank,,PLN,Quercus kerrii,PRJNA274198,SAMN03323692,cultivar: Quercus kerrii_DMlab,"tissue_type: new leaf\, old leaf\, root and stem",38001042,50767,0,No,0,0,0,No,,,2016-07-27T00:00:00Z,2016-07-27T00:00:00Z
GEUS01,TSA,GenBank,,PLN,Quercus austrocochinchinensis,PRJNA274197,SAMN03323351,cultivar: Quercus austrocochinchinensis_DMlab,"tissue_type: new leaf\, old leaf\, root and stem",39427557,49845,0,No,0,0,0,No,,,2016-07-27T00:00:00Z,2016-07-27T00:00:00Z
GEUU01,TSA,GenBank,,PLN,Pisum sativum,PRJNA328997,"SAMN05355353,SAMN05355354,SAMN05355355,SAMN05355356,SAMN05355357,SAMN05355358,SAMN05355359",,,91908958,87124,0,No,0,0,0,No,,,2017-08-01T00:00:00Z,2017-08-01T00:00:00Z
GEVI01,TSA,GenBank,,PLN,Noccaea caerulescens,PRJNA327496,"SAMN05335705,SAMN05335706,SAMN05335707,SAMN05335708,SAMN05335709,SAMN05335710",,,34574971,28885,24802,Yes,0,0,0,No,,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z
GEVK01,TSA,GenBank,,PLN,Noccaea caerulescens,PRJNA327496,"SAMN05335711,SAMN05335712,SAMN05335713,SAMN05335714,SAMN05335715,SAMN05335716",,,34855706,28655,24595,Yes,0,0,0,No,,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z
GEVL01,TSA,GenBank,,PLN,Noccaea caerulescens,PRJNA327496,"SAMN05335717,SAMN05335718,SAMN05335719,SAMN05335720,SAMN05335721,SAMN05335722",,,35143842,28744,24509,Yes,0,0,0,No,,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z
GEVM01,TSA,GenBank,,PLN,Noccaea caerulescens,PRJNA327496,"SAMN05335723,SAMN05335724,SAMN05335725,SAMN05335726,SAMN05335727,SAMN05335728",,,35947104,28597,24468,Yes,0,0,0,No,,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z
GEVN01,TSA,GenBank,,PLN,Veronica panormitana,PRJNA317437,SAMN04961624,isolate: HM44,"dev_stage: mature leaf from mature plant,tissue_type: leaf",30724979,41450,0,No,0,0,0,No,,,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVO01,TSA,GenBank,,PLN,Veronica cymbalaria,PRJNA317437,SAMN04961626,isolate: HM46,"dev_stage: mature leaf from mature plant,tissue_type: leaf",35705848,46571,0,No,0,0,0,No,,,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVP01,TSA,GenBank,,PLN,Veronica cymbalaria,PRJNA317437,SAMN04961627,isolate: HM25,"dev_stage: mature leaf from mature plant,tissue_type: leaf",49579731,73886,0,No,0,0,0,No,,,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVQ01,TSA,GenBank,,PLN,Veronica hectorii subsp. coarctata,PRJNA317437,SAMN04961628,isolate: HM54,"dev_stage: mature leaf from mature plant,tissue_type: leaf",45979616,61949,0,No,0,0,0,No,,,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVR01,TSA,GenBank,,PLN,Veronica ochracea,PRJNA317437,SAMN04961629,isolate: HM55,"dev_stage: mature leaf from mature plant,tissue_type: leaf",44611957,61751,0,No,0,0,0,No,,,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVS01,TSA,GenBank,,PLN,Veronica planopetiolata,PRJNA317437,SAMN04961630,isolate: HM36,"dev_stage: mature leaf from mature plant,tissue_type: leaf",51502817,73820,0,No,0,0,0,No,,,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVT01,TSA,GenBank,,PLN,Veronica catarractae,PRJNA317437,SAMN04961631,isolate: HM59,"dev_stage: mature leaf from mature plant,tissue_type: leaf",48782364,66669,0,No,0,0,0,No,,,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVU01,TSA,GenBank,,PLN,Veronica trichadena,PRJNA317437,SAMN04961625,isolate: HM47,"dev_stage: mature leaf from mature plant,tissue_type: leaf",37453657,58986,0,No,0,0,0,No,,,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEWR01,TSA,GenBank,,PLN,Ilex paraguariensis,PRJNA315513,"SAMN04579737,SAMN04579738,SAMN04579739,SAMN04579740,SAMN04579741,SAMN04579742",,,136745783,193693,0,No,0,0,0,No,,,2016-08-04T00:00:00Z,2016-08-04T00:00:00Z
GEWS01,TSA,GenBank,,PLN,Helianthus niveus,PRJNA320343,SAMN04932649,cultivar: 1452,"dev_stage: flowering stage,tissue_type: leaf",116402570,86692,0,No,0,0,0,No,,,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEXD02,TSA,GenBank,,PLN,Nepenthes khasiana,PRJNA296942,SAMN04112247,isolate: Jarain,"dev_stage: mature leaf,tissue_type: leaf",230534860,322321,0,No,0,0,0,No,,,2019-07-12T00:00:00Z,2019-07-12T00:00:00Z
GEXP01,TSA,GenBank,,PLN,Coffea arabica,PRJNA339585,"SAMN05597854,SAMN05597855,SAMN05597935,SAMN05597936,SAMN05597937,SAMN05597938,SAMN05597939,SAMN05597941,SAMN05597942,SAMN05597943,SAMN05597944,SAMN05597945",,,52199383,65364,0,No,0,0,0,No,,,2016-09-28T00:00:00Z,2016-09-28T00:00:00Z
GBZH01,TSA,GenBank,,PLN,Ipomoea batatas,PRJNA263487,SAMN03103688,,tissue_type: leaf,85709234,76481,0,No,0,0,0,No,,,2015-02-24T00:00:00Z,2015-02-24T00:00:00Z
GBZI01,TSA,GenBank,,PLN,Cucurbita pepo,PRJNA189548,"SAMN01921698,SAMN01921699,SAMN01921700",,tissue_type: fruit and seed,73522093,55861,0,No,0,0,0,No,,,2015-02-23T00:00:00Z,2015-02-23T00:00:00Z
GBZK01,TSA,GenBank,,PLN,Calotropis procera,PRJNA251916,SAMN02843192,,tissue_type: Leaf,120277817,73542,0,No,0,0,0,No,,,2015-03-26T00:00:00Z,2015-02-24T00:00:00Z
GBZO01,TSA,GenBank,,PLN,Morus alba var. alba,PRJNA270124,SAMN02230331,breed: kangqing10,,41634620,41848,0,No,0,0,0,No,,,2016-03-30T00:00:00Z,2016-03-30T00:00:00Z
GBZY01,TSA,GenBank,,PLN,Viola uliginosa,PRJNA257024,SAMN02947106,cultivar: Viola uliginosa,tissue_type: Callus and leaf,58415992,95655,0,No,0,0,0,No,,,2015-10-05T00:00:00Z,2015-10-05T00:00:00Z
GCAB01,TSA,GenBank,,PLN,Viola uliginosa,PRJNA257024,SAMN02947105,cultivar: Viola uliginosa,tissue_type: Leaf,45285350,75593,0,No,0,0,0,No,,,2015-10-05T00:00:00Z,2015-10-05T00:00:00Z
GCAD01,TSA,GenBank,,PLN,Litchi chinensis,PRJNA271242,SAMN01992472,cultivar: Hehuadahongli; Nuomici; Heiye,"tissue_type: Fruitlet\, pericarp\, aril and seed",35180102,45348,0,No,0,0,0,No,,,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z
GCEP01,TSA,GenBank,,PLN,Bienertia sinuspersici,PRJNA273351,SAMN03290884,isolate: 40 randomly pooled mature and young leaves from plants grown in phytochambers,"dev_stage: mature and young,tissue_type: leaves",59657486,73224,0,No,0,0,0,No,,,2015-02-02T00:00:00Z,2015-02-02T00:00:00Z
GCGX01,TSA,GenBank,,PLN,Platycodon grandiflorus,PRJNA268992,SAMN03247353,isolate: IT 104714,tissue_type: leaf,1954366,5526,0,No,0,0,0,No,,,2016-03-30T00:00:00Z,2016-03-30T00:00:00Z
GCGY01,TSA,GenBank,,PLN,Platycodon grandiflorus,PRJNA268992,SAMN03247355,isolate: IT 209935,tissue_type: leaf,2602518,7106,0,No,0,0,0,No,,,2016-03-30T00:00:00Z,2016-03-30T00:00:00Z
GCGZ01,TSA,GenBank,,PLN,Platycodon grandiflorus,PRJNA268992,SAMN03247354,isolate: IT 105900,tissue_type: leaf,2805472,7956,0,No,0,0,0,No,,,2016-03-30T00:00:00Z,2016-03-30T00:00:00Z
GCHT01,TSA,GenBank,,PLN,Solanum commersonii,PRJNA269013,"SAMN03247584,SAMN03247585,SAMN03247586,SAMN03247587",cultivar: cmm1t,,152397355,115242,0,No,0,0,0,No,,,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z
GCIB01,TSA,GenBank,,PLN,Colobanthus quitensis,PRJNA268301,SAMN03218070,,"dev_stage: reproductive,tissue_type: leaves",140083767,165386,0,No,0,0,0,No,,,2015-02-23T00:00:00Z,2015-02-23T00:00:00Z
GCJL01,TSA,GenBank,,PLN,Kosteletzkya pentacarpos,PRJNA274002,SAMN03338704,,"dev_stage: young seedlings,tissue_type: the whole plant",59537318,33177,0,No,0,0,0,No,,,2015-02-18T00:00:00Z,2015-02-18T00:00:00Z
GCJV01,TSA,GenBank,,PLN,Olea europaea,PRJNA272494,SAMN03282620,cultivar: Leccino,tissue_type: leaf,49491791,44286,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GCJZ01,TSA,GenBank,,PLN,Persicaria minor,PRJNA208436,"SAMN02211834,SAMN02950875",,,135540968,185924,0,No,0,0,0,No,,,2016-09-08T00:00:00Z,2016-09-08T00:00:00Z
GCKA01,TSA,GenBank,,PLN,Pisum sativum subsp. sativum,PRJNA277076,SAMN03384151,cultivar: Parafield,tissue_type: seedling; stem; stipule; leaf; root; root-tip; tendril; flower; immature pod; immature seed; nodule,4401257,8138,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-03-27T00:00:00Z
GCKC01,TSA,GenBank,,PLN,Gleditsia sinensis,PRJNA273556,SAMN02371188,isolate: Chinese Soap-pod Locust,"tissue_type: young roots\, tender shoots\, young leaves and thorns",383599789,229336,0,No,0,0,0,No,,,2016-06-10T00:00:00Z,2016-06-10T00:00:00Z
GCMF01,TSA,GenBank,,PLN,Pisum sativum,PRJNA277074,SAMN03384142,cultivar: Kaspa,"dev_stage: multiple,tissue_type: seedling; stem; stipule; root; root-tip; tendril; flower; stamen; pistil; immature pod; immature seed; nodule",20970974,25426,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-03-27T00:00:00Z
GCMG01,TSA,GenBank,,PLN,Pisum sativum,PRJNA277074,SAMN03384142,cultivar: Kaspa,"dev_stage: multiple,tissue_type: seedling; stem; stipule; root; root-tip; tendril; flower; stamen; pistil; immature pod; immature seed; nodule",14226895,25128,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-03-27T00:00:00Z
GCMH01,TSA,GenBank,,PLN,Pisum sativum,PRJNA277074,SAMN03384142,cultivar: Kaspa,"dev_stage: Multiple,tissue_type: seedling; stem; stipule; root; root-tip; tendril; flower; stamen; pistil; immature pod; immature seed; nodule",4135442,10821,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-03-27T00:00:00Z
GCMI01,TSA,GenBank,,PLN,Pisum sativum,PRJNA277074,SAMN03384142,cultivar: Kaspa,"dev_stage: multiple,tissue_type: seedling; stem; stipule; root; root-tip; tendril; flower; stamen; pistil; immature pod; immature seed; nodule",3324729,12930,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-03-27T00:00:00Z
GCMJ01,TSA,GenBank,,PLN,Pisum sativum,PRJNA277074,SAMN03384142,cultivar: Kaspa,"dev_stage: multiple,tissue_type: seedling; stem; stipule; root; root-tip; tendril; flower; stamen; pistil; immature pod; immature seed; nodule",4377316,9835,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-03-27T00:00:00Z
GCMK01,TSA,GenBank,,PLN,Pisum sativum,PRJNA277074,SAMN03384142,cultivar: Kaspa,"dev_stage: multiple,tissue_type: seedling; stem; stipule; root; root-tip; tendril; flower; stamen; pistil; immature pod; immature seed; nodule",8615598,20192,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-03-27T00:00:00Z
GCML01,TSA,GenBank,,PLN,Pisum sativum,PRJNA277074,SAMN03384142,cultivar: Kaspa,"dev_stage: multiple,tissue_type: seedling; stem; stipule; root; root-tip; tendril; flower; stamen; pistil; immature pod; immature seed; nodule",15178790,21283,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-03-27T00:00:00Z
GCMM01,TSA,GenBank,,PLN,Pisum sativum subsp. sativum,PRJNA277076,SAMN03384151,cultivar: Parafield,tissue_type: seedling; stem; stipule; leaf; root; root-tip; tendril; flower; immature pod; immature seed; nodule,3557293,11399,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-03-27T00:00:00Z
GCMN01,TSA,GenBank,,PLN,Pisum sativum subsp. sativum,PRJNA277076,SAMN03384151,cultivar: Parafield,tissue_type: seedling; stem; stipule; leaf; root; root-tip; tendril; flower; immature pod; immature seed; nodule,3644608,11236,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-03-27T00:00:00Z
GCMO01,TSA,GenBank,,PLN,Pisum sativum subsp. sativum,PRJNA277076,SAMN03384151,cultivar: Parafield,tissue_type: seedling; stem; stipule; leaf; root; root-tip; tendril; flower; immature pod; immature seed; nodule,14870998,43626,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-04-13T00:00:00Z
GCMP01,TSA,GenBank,,PLN,Pisum sativum subsp. sativum,PRJNA277076,SAMN03384151,cultivar: Parafield,tissue_type: seedling; stem; stipule; leaf; root; root-tip; tendril; flower; immature pod; immature seed; nodule,31573427,53785,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-03-27T00:00:00Z
GCMQ01,TSA,GenBank,,PLN,Pisum sativum subsp. sativum,PRJNA277076,SAMN03384151,cultivar: Parafield,tissue_type: seedling; stem; stipule; leaf; root; root-tip; tendril; flower; immature pod; immature seed; nodule,21304600,17258,0,No,0,0,0,No,,,2015-08-18T00:00:00Z,2015-03-27T00:00:00Z
GCNR01,TSA,GenBank,,PLN,Corchorus capsularis,PRJNA255934,SAMN02934033,cultivar: JRC-212,"dev_stage: vegetative growth stage,tissue_type: hypocotyl",67618494,44675,0,No,0,0,0,No,,,2018-08-31T00:00:00Z,2016-04-26T00:00:00Z
GCNS01,TSA,GenBank,,PLN,Corchorus capsularis,PRJNA255934,SAMN02934034,cultivar: dlpf,"dev_stage: vegetative growth stage,tissue_type: hypocotyl",90143599,52368,0,No,0,0,0,No,,,2018-08-31T00:00:00Z,2016-04-26T00:00:00Z
GCRW01,TSA,GenBank,,PLN,Raphanus sativus,PRJNA271199,SAMN03273302,cultivar: Nau-RG,"dev_stage: Seedlings,tissue_type: taproot",185034,120,0,Yes,0,0,0,No,,,2015-04-07T00:00:00Z,2015-04-07T00:00:00Z
GCRX01,TSA,GenBank,,PLN,Plantago ovata,PRJNA222668,SAMN02378367,cultivar: ECT,"dev_stage: 7 DPI,tissue_type: leaf",3611042,6543,0,No,0,0,0,No,,,2017-06-12T00:00:00Z,2017-06-12T00:00:00Z
GCRZ01,TSA,GenBank,,PLN,Camellia taliensis,PRJNA274899,"SAMN03333334,SAMN03333335,SAMN03333336,SAMN03333337",,,46259117,67303,0,No,0,0,0,No,,,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z
GCSA01,TSA,GenBank,,PLN,Plantago ovata,PRJNA222668,SAMN02378368,cultivar: NHT,"dev_stage: 7 DPI,tissue_type: leaf",3473059,6578,0,No,0,0,0,No,,,2017-06-12T00:00:00Z,2017-06-12T00:00:00Z
GCSB01,TSA,GenBank,,PLN,Plantago ovata,PRJNA222668,SAMN02378369,cultivar: NIHARIKA,tissue_type: leaf,4493176,8142,0,No,0,0,0,No,,,2017-06-12T00:00:00Z,2017-06-12T00:00:00Z
GCSC01,TSA,GenBank,,PLN,Plantago ovata,PRJNA222668,SAMN02374857,cultivar: EC-124345,tissue_type: leaf,3793300,6791,0,No,0,0,0,No,,,2017-06-12T00:00:00Z,2017-06-12T00:00:00Z
GCVE01,TSA,GenBank,,PLN,Suaeda fruticosa,PRJNA279892,"SAMN03452737,SAMN03452738,SAMN03452739,SAMN03452740,SAMN03452741,SAMN03452742,SAMN03452743,SAMN03452744,SAMN03452745,SAMN03452746,SAMN03452747,SAMN03452748",,,41651347,54526,0,No,0,0,0,No,,,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z
GCVN01,TSA,GenBank,,PLN,Citrus trifoliata,PRJNA279929,SAMN03452275,,,85943783,77220,0,No,0,0,0,No,,,2015-08-06T00:00:00Z,2015-08-06T00:00:00Z
GCVR01,TSA,GenBank,,PLN,Senna alexandrina,PRJNA252646,SAMN02854321,cultivar: Sona,tissue_type: mature leaf,54514329,37162,0,No,0,0,0,No,,,2015-07-06T00:00:00Z,2015-07-06T00:00:00Z
GCZL01,TSA,GenBank,,PLN,Nicotiana attenuata,PRJNA223344,SAMN02378603,breed: 30x inbred,,33108,30,30,Yes,0,0,0,No,,,2015-10-13T00:00:00Z,2015-10-13T00:00:00Z
GCZU01,TSA,GenBank,,PLN,Sinningia speciosa,PRJNA282877,SAMN03580414,,,26923648,22821,0,No,0,0,0,No,,,2015-05-05T00:00:00Z,2015-05-05T00:00:00Z
GCZV01,TSA,GenBank,,PLN,Senna alexandrina,PRJNA252646,SAMN02854320,cultivar: Sona,tissue_type: young leaf,47272160,42215,0,No,0,0,0,No,,,2015-07-06T00:00:00Z,2015-07-06T00:00:00Z
GDAB02,TSA,GenBank,,PLN,Gentiana rigescens,PRJNA211794,"SAMN02214374,SAMN02214375",,,58279306,78366,0,No,0,0,0,No,,,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GDAH01,TSA,GenBank,,PLN,Ammopiptanthus mongolicus,PRJNA207977,"SAMN02194704,SAMN02194705",,,6901320,10281,0,No,0,0,0,No,,,2016-08-02T00:00:00Z,2016-08-02T00:00:00Z
GDAU01,TSA,GenBank,,PLN,Isatis tinctoria,PRJNA257317,SAMN02950582,cultivar: Shanxi tribe,tissue_type: leaf,72831554,54302,0,No,0,0,0,No,,,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z
GDAX01,TSA,GenBank,,PLN,Carya cathayensis,PRJNA281436,"SAMN03488038,SAMN03488039,SAMN03488040,SAMN03488041,SAMN03488042,SAMN03488043,SAMN03488044,SAMN03488045,SAMN03488046,SAMN03488047",,,96319851,86315,0,No,0,0,0,No,,,2015-06-08T00:00:00Z,2015-06-08T00:00:00Z
GDBK01,TSA,GenBank,,PLN,Arachis stenosperma,PRJNA284674,"SAMN03734821,SAMN03734822,SAMN03734823,SAMN03734824",,"dev_stage: adult,tissue_type: plant root",29716940,35488,0,No,0,0,0,No,,,2015-11-30T00:00:00Z,2015-11-30T00:00:00Z
GDBL01,TSA,GenBank,,PLN,Gerbera hybrid cultivar,PRJNA283352,SAMN03647025,cultivar: Estelle/Ivory,,94351143,111157,0,No,0,0,0,No,,,2016-02-10T00:00:00Z,2016-02-10T00:00:00Z
GDDN01,TSA,GenBank,,PLN,Arachis hypogaea,PRJNA286040,SAMN03764410,cultivar: Georgia Green and C7616,tissue_type: leaves,1216971,4913,0,No,0,0,0,No,,,2015-10-29T00:00:00Z,2015-06-08T00:00:00Z
GDDV01,TSA,GenBank,,PLN,Tropaeolum majus,PRJNA283303,SAMN03761949,,tissue_type: Fruits,169249,291,0,No,0,0,0,No,,,2016-07-05T00:00:00Z,2016-07-05T00:00:00Z
GDFQ01,TSA,GenBank,,PLN,Brassica napus,PRJNA285685,"SAMN03761887,SAMN03761888,SAMN03761929,SAMN03761930",,,107029193,135702,0,No,0,0,0,No,,,2016-08-02T00:00:00Z,2016-08-02T00:00:00Z
GDFU01,TSA,GenBank,,PLN,Hevea brasiliensis,PRJNA281775,"SAMN00254193,SAMN03568829,SAMN03568830,SAMN03568831,SAMN03568832,SAMN03568833,SAMN03568834,SAMN03568835,SAMN03568836,SAMN03568837,SAMN03568838",,,80347241,112702,0,No,0,0,0,No,,,2017-03-29T00:00:00Z,2017-03-29T00:00:00Z
GDFY01,TSA,GenBank,,PLN,Aethionema arabicum,PRJNA283303,SAMN03761935,cultivar: 84-56-2,"dev_stage: Multiple,tissue_type: Mixture of Tissues",747705,706,0,No,0,0,0,No,,,2015-07-09T00:00:00Z,2015-07-09T00:00:00Z
GDFZ01,TSA,GenBank,,PLN,Cleome violacea,PRJNA283303,SAMN03761936,cultivar: JH001,"dev_stage: Multiple,tissue_type: Mixture of Tissues",1036206,871,0,No,0,0,0,No,,,2015-07-09T00:00:00Z,2015-07-09T00:00:00Z
GDGA01,TSA,GenBank,,PLN,Capparis spinosa,PRJNA283303,SAMN03761937,cultivar: PE001,"dev_stage: Multiple,tissue_type: Mixture of Tissues",1269177,828,0,No,0,0,0,No,,,2015-07-09T00:00:00Z,2015-07-09T00:00:00Z
GDGB01,TSA,GenBank,,PLN,Koeberlinia spinosa,PRJNA283303,SAMN03761942,cultivar: PE006,"dev_stage: Multiple,tissue_type: Mixture of Tissues",832699,742,0,No,0,0,0,No,,,2015-07-10T00:00:00Z,2015-07-10T00:00:00Z
GDGC01,TSA,GenBank,,PLN,Batis maritima,PRJNA283303,SAMN03761943,cultivar: PE007,"dev_stage: Multiple,tissue_type: Mixture of Tissues",1273776,900,0,No,0,0,0,No,,,2015-07-10T00:00:00Z,2015-07-10T00:00:00Z
GDGD01,TSA,GenBank,,PLN,Gyrostemon ramulosus,PRJNA283303,SAMN03761939,cultivar: PE003,"dev_stage: Multiple,tissue_type: Mixture of Tissues",56427,165,0,No,0,0,0,No,,,2015-07-09T00:00:00Z,2015-07-09T00:00:00Z
GDGE01,TSA,GenBank,,PLN,Reseda odorata,PRJNA283303,SAMN03761940,cultivar: PE004,"dev_stage: Multiple,tissue_type: Mixture of Tissues",813261,735,0,No,0,0,0,No,,,2015-07-09T00:00:00Z,2015-07-09T00:00:00Z
GDGF01,TSA,GenBank,,PLN,Limnanthes douglasii,PRJNA283303,SAMN03761944,cultivar: PE008,"dev_stage: Multiple,tissue_type: Mixture of Tissues",781261,756,0,No,0,0,0,No,,,2015-07-10T00:00:00Z,2015-07-10T00:00:00Z
GDGG01,TSA,GenBank,,PLN,Akania bidwillii,PRJNA283303,SAMN03761946,cultivar: PE010,"dev_stage: Multiple,tissue_type: Mixture of Tissues",944729,740,0,No,0,0,0,No,,,2015-07-10T00:00:00Z,2015-07-10T00:00:00Z
GDGH01,TSA,GenBank,,PLN,Zenia insignis,PRJNA285444,SAMN03753902,cultivar: Zenia insignis,"dev_stage: Seedling stage,tissue_type: leaves and stems",68651362,94470,0,No,0,0,0,No,,,2015-06-30T00:00:00Z,2015-06-30T00:00:00Z
GDGI01,TSA,GenBank,,PLN,Aethionema arabicum,PRJNA283303,SAMN03761934,cultivar: ES1020,"dev_stage: Multiple,tissue_type: Mixture of Tissues",584527,686,0,No,0,0,0,No,,,2015-07-09T00:00:00Z,2015-07-09T00:00:00Z
GDGJ01,TSA,GenBank,,PLN,Pentadiplandra brazzeana,PRJNA283303,SAMN03761938,cultivar: PE002,"dev_stage: Multiple,tissue_type: Mixture of Tissues",885313,769,0,No,0,0,0,No,,,2015-07-09T00:00:00Z,2015-07-09T00:00:00Z
GDGK01,TSA,GenBank,,PLN,Emblingia calceoliflora,PRJNA283303,SAMN03761941,cultivar: PE005,"dev_stage: Multiple,tissue_type: Mixture of Tissues",134464,319,0,No,0,0,0,No,,,2015-07-09T00:00:00Z,2015-07-09T00:00:00Z
GDGL01,TSA,GenBank,,PLN,Moringa oleifera,PRJNA283303,SAMN03761945,cultivar: PE009,"dev_stage: Multiple,tissue_type: Mixture of Tissues",1435955,951,0,No,0,0,0,No,,,2015-07-10T00:00:00Z,2015-07-10T00:00:00Z
GDGU01,TSA,GenBank,,PLN,Nicotiana tabacum,PRJNA285004,"SAMN03734873,SAMN03734874",,,314513409,225815,0,No,0,0,0,No,,,2016-08-02T00:00:00Z,2016-08-02T00:00:00Z
GDHB01,TSA,GenBank,,PLN,Hevea brasiliensis,PRJNA283929,"SAMN03704953,SAMN03704954",,,21971169,47423,0,Yes,0,0,0,No,,,2016-07-25T00:00:00Z,2016-07-25T00:00:00Z
GDHR01,TSA,GenBank,,PLN,Luffa aegyptiaca,PRJNA284862,SAMN03733596,cultivar: XTR05,"dev_stage: 9 DAP,tissue_type: pulp",88556979,101032,0,No,0,0,0,No,,,2016-06-06T00:00:00Z,2016-06-06T00:00:00Z
GDIG01,TSA,GenBank,,PLN,Trichosanthes kirilowii,PRJNA288625,SAMN03835257,,"dev_stage: mature,tissue_type: Root",58522866,67292,0,No,0,0,0,No,,,2016-08-02T00:00:00Z,2016-08-02T00:00:00Z
GDIJ01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03843845,isolate: ABR,"dev_stage: adult,tissue_type: leaf",43018981,78575,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDIL01,TSA,GenBank,,PLN,Cucumis sativus,PRJNA169904,"SAMN01085195,SAMN01085196,SAMN01085197,SAMN01085198,SAMN02689754,SAMN02689755,SAMN02689756,SAMN02689757",,,49544951,50751,0,No,0,0,0,No,,,2015-07-27T00:00:00Z,2015-07-27T00:00:00Z
GDIR01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03844705,isolate: Kew#0066433,"dev_stage: adult,tissue_type: Leaf",71478569,72811,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDIS01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03844708,isolate: Kew#0001568,"dev_stage: adult,tissue_type: Leaf",65765471,64870,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDIT01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846650,isolate: PDA,"dev_stage: adult,tissue_type: Leaf",73145873,74674,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDIV01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03843846,isolate: Kew#0031398,"dev_stage: adult,tissue_type: Leaf",68899569,72511,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDIW01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03843847,isolate: Kew#0022659,"dev_stage: adult,tissue_type: Leaf",70550315,74046,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
