id,prefix_s,project_s,src_db_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
702,GDGF01,TSA,GenBank,,PLN,Limnanthes douglasii,PRJNA283303,SAMN03761944,cultivar: PE008,"dev_stage: Multiple,tissue_type: Mixture of Tissues",781261,756,0,No,0,0,0,No,,,2015-07-10T00:00:00Z,2015-07-10T00:00:00Z
579,GBRK01,TSA,GenBank,,PLN,Limonium bicolor,PRJNA229366,"SAMN02414998,SAMN02414999,SAMN02415000,SAMN02415001,SAMN02415002",,,49305811,40504,0,No,0,0,0,No,,,2016-11-21T00:00:00Z,2016-11-21T00:00:00Z
419,GAIP01,TSA,GenBank,,PLN,Litchi chinensis,PRJNA194467,SAMN01992472,,"tissue_type: Fruitlet\, pericarp\, aril and seed",27745556,47095,0,No,0,0,0,No,,,2013-08-19T00:00:00Z,2013-08-19T00:00:00Z
577,GBRI01,TSA,GenBank,,PLN,Litchi chinensis,PRJNA260972,SAMN03067869,cultivar: Feizixiao,tissue_type: pericarp,37673168,51086,0,No,0,0,0,No,,,2014-10-14T00:00:00Z,2014-10-14T00:00:00Z
631,GCAD01,TSA,GenBank,,PLN,Litchi chinensis,PRJNA271242,SAMN01992472,cultivar: Hehuadahongli; Nuomici; Heiye,"tissue_type: Fruitlet\, pericarp\, aril and seed",35180102,45348,0,No,0,0,0,No,,,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z
984,GFMD01,TSA,GenBank,,PLN,Litchi chinensis,PRJNA304083,SAMN04293773,cultivar: Feizixiao,tissue_type: leaves,74580372,82812,0,No,0,0,0,No,,,2017-04-13T00:00:00Z,2017-04-13T00:00:00Z
612,GBXX01,TSA,GenBank,,PLN,Lolium multiflorum,PRJNA266320,SAMN03164177,cultivar: Lemtal,tissue_type: leaf,58244950,55564,0,No,0,0,0,No,,,2015-04-16T00:00:00Z,2015-03-16T00:00:00Z
613,GBXY01,TSA,GenBank,,PLN,Lolium multiflorum,PRJNA266320,SAMN03164178,cultivar: Nerissa,tissue_type: leaf,55140542,52160,0,No,0,0,0,No,,,2015-04-16T00:00:00Z,2015-03-16T00:00:00Z
29,GFSR01,TSA,GenBank,,PLN,Lolium perenne,PRJNA379202,"SAMN06603379,SAMN06603380,SAMN06603381,SAMN06603382,SAMN06603383,SAMN06603384,SAMN06603385,SAMN06603386,SAMN06603387,SAMN06603388,SAMN06603389,SAMN06603390,SAMN06603391,SAMN06603392,SAMN06603393,SAMN06603394,SAMN06603395,SAMN07293080,SAMN07293081",,,69492739,44773,0,No,0,0,0,No,,,2017-07-27T00:00:00Z,2017-07-27T00:00:00Z
493,GAYX01,TSA,GenBank,,PLN,Lolium perenne,PRJNA222646,"SAMN02566648,SAMN02566649,SAMN02566650,SAMN02566651,SAMN02566652,SAMN02566653",,tissue_type: inflorescence; leaf sheath; mature leaf; meristem root; stem,154234715,185833,0,No,0,0,0,No,,,2014-08-28T00:00:00Z,2014-07-22T00:00:00Z
685,GDAT01,TSA,GenBank,,PLN,Lolium perenne,PRJNA284350,SAMN03702593,cultivar: S562,tissue_type: Whole vegetative tissue (above/below ground),24767619,55181,0,No,0,0,0,No,,,2015-10-01T00:00:00Z,2015-10-01T00:00:00Z
282,GHHB01,TSA,GenBank,,PLN,Lolium rigidum,PRJNA512627,SAMN10688705,"cultivar: wild-growing,isolate: AHAS-sensitive","dev_stage: three-leaf stage,tissue_type: leaf",66145618,74269,0,No,0,0,0,No,,,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
492,GAYU01,TSA,GenBank,,PLN,Lolium rigidum,PRJNA239942,SAMN02671742,,,34489,30,0,No,0,0,0,No,,,2014-04-08T00:00:00Z,2014-04-08T00:00:00Z
611,GBXW01,TSA,GenBank,,PLN,Lolium temulentum,PRJNA266320,SAMN03164179,cultivar: wild type,tissue_type: leaf,67857205,59297,0,No,0,0,0,No,,,2015-04-16T00:00:00Z,2015-03-16T00:00:00Z
909,GFBB01,TSA,GenBank,,PLN,Lomandra longifolia,PRJNA326999,SAMN05300257,,tissue_type: root,36679077,60332,0,No,0,0,0,No,,,2016-10-25T00:00:00Z,2016-10-25T00:00:00Z
383,GAAY01,TSA,GenBank,,PLN,Lonicera japonica,PRJNA176093,,,tissue_type: bud; leaf,19247213,18860,0,No,0,0,0,No,,,2013-05-10T00:00:00Z,2013-05-10T00:00:00Z
393,GACB01,TSA,GenBank,,PLN,Lotus corniculatus,PRJNA77207,SAMN00759026,,dev_stage: flowering stage,29702713,45563,0,No,0,0,0,No,,,2015-07-20T00:00:00Z,2013-06-10T00:00:00Z
716,GDHR01,TSA,GenBank,,PLN,Luffa aegyptiaca,PRJNA284862,SAMN03733596,cultivar: XTR05,"dev_stage: 9 DAP,tissue_type: pulp",88556979,101032,0,No,0,0,0,No,,,2016-06-06T00:00:00Z,2016-06-06T00:00:00Z
155,GGFO01,TSA,GenBank,,PLN,Lumnitzera littorea,PRJNA430148,SAMN08369250,,"dev_stage: maturation stage,tissue_type: leaf",109080132,87035,0,No,0,0,0,No,,,2018-01-30T00:00:00Z,2018-01-30T00:00:00Z
156,GGFQ01,TSA,GenBank,,PLN,Lumnitzera racemosa,PRJNA430148,SAMN08369249,,"dev_stage: maturation stage,tissue_type: leaf",79852993,63778,0,No,0,0,0,No,,,2018-01-30T00:00:00Z,2018-01-30T00:00:00Z
149,GGED01,TSA,GenBank,,PLN,Lupinus angustifolius,PRJNA389154,SAMN07191119,,"dev_stage: flowering stage,tissue_type: leaf",217941428,146187,0,No,0,0,0,No,,,2019-02-28T00:00:00Z,2018-10-24T00:00:00Z
262,GGZP01,TSA,GenBank,,PLN,Lupinus angustifolius,PRJNA494078,SAMN06925783,cultivar: Oskar,"dev_stage: plants started to set seeds,tissue_type: seeds (~ 2 cm)\, large pods not including seeds (~ 5 cm)\, large seeds (the seeds inside the large pods)\, flowers\, pedicels\, leaves\, stems and roots",158492798,184874,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
582,GBRP01,TSA,GenBank,,PLN,Lupinus angustifolius,PRJNA248164,"SAMN02794004,SAMN02794005,SAMN02794006,SAMN02794007,SAMN02794008",cultivar: Tanjil,,48939236,89690,0,No,0,0,0,No,,,2014-11-19T00:00:00Z,2014-11-18T00:00:00Z
323,GHOE01,TSA,GenBank,,PLN,Macadamia integrifolia,PRJNA533518,"SAMN11458590,SAMN11458591,SAMN11458592,SAMN11458593",,,40500522,78472,0,No,0,0,0,No,,,2019-07-02T00:00:00Z,2019-07-02T00:00:00Z
454,GANR01,TSA,GenBank,,PLN,Macrotyloma uniflorum,PRJNA216977,"SAMN02339022,SAMN02339023,SAMN02339024,SAMN02339025,SAMN02339026,SAMN02339027,SAMN02339028,SAMN02339029",,,35588179,27997,0,No,0,0,0,No,,,2015-09-09T00:00:00Z,2015-09-09T00:00:00Z
274,GHDH01,TSA,GenBank,,PLN,Malpighia emarginata,PRJNA473364,SAMN09272896,cultivar: BRS 235 (Apodi),"dev_stage: organs,tissue_type: Leaves\, flowers and fruits",234809977,135698,0,No,0,0,0,No,,,2019-01-08T00:00:00Z,2019-01-08T00:00:00Z
325,GHOG01,TSA,GenBank,,PLN,Mangifera indica,PRJNA533518,"SAMN11458598,SAMN11458599,SAMN11458600,SAMN11458601",,,48914709,81692,0,No,0,0,0,No,,,2019-07-02T00:00:00Z,2019-07-02T00:00:00Z
462,GAPC01,TSA,GenBank,,PLN,Mangifera indica,PRJNA192676,,,tissue_type: Leaves,12943341,27595,0,No,0,0,0,No,,,2013-11-25T00:00:00Z,2013-11-25T00:00:00Z
501,GBCV01,TSA,GenBank,,PLN,Mangifera indica,PRJNA227243,SAMN02401016,strain: Shelly,,49681799,57544,0,No,0,0,0,No,,,2014-04-22T00:00:00Z,2014-04-22T00:00:00Z
556,GBJO01,TSA,GenBank,,PLN,Mangifera indica,PRJNA254771,SAMN02905156,cultivar: Keitt,"tissue_type: young leaves\, young inflorescences\, young fruit\, flesh and peels of mature fruit",44608706,47956,0,No,0,0,0,No,,,2015-11-18T00:00:00Z,2015-07-14T00:00:00Z
604,GBVW01,TSA,GenBank,,PLN,Mangifera indica,PRJNA193588,SAMN01993559,cultivar: Neelam,tissue_type: leaf,13899172,27486,0,No,0,0,0,No,,,2016-01-13T00:00:00Z,2015-11-16T00:00:00Z
605,GBVX01,TSA,GenBank,,PLN,Mangifera indica,PRJNA193591,SAMN01993560,cultivar: Dashehari,,9109369,20757,0,No,0,0,0,No,,,2016-01-13T00:00:00Z,2015-11-20T00:00:00Z
793,GEEC01,TSA,GenBank,,PLN,Mangifera indica,PRJNA279829,SAMN03457163,cultivar: Amrapali,"dev_stage: mature tree,tissue_type: green leaf",18432326,35182,0,No,0,0,0,No,,,2017-05-01T00:00:00Z,2017-01-03T00:00:00Z
803,GEFO01,TSA,GenBank,,PLN,Marchantia polymorpha,PRJNA310705,SAMN04454428,,"dev_stage: one month gametophyte,tissue_type: whole gametophyte",39675348,29453,0,No,0,0,0,No,,,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z
286,GHJA01,TSA,GenBank,,PLN,Medicago archiducis-nicolai,PRJNA529557,"SAMN11269562,SAMN11269563",,,63963320,94778,0,No,0,0,0,No,,,2019-04-15T00:00:00Z,2019-04-15T00:00:00Z
186,GGKA01,TSA,GenBank,,PLN,Medicago sativa,PRJNA437326,SAMN08649126,cultivar: PG1557,"dev_stage: Pre-flowering,tissue_type: leaf",313370439,580190,0,No,0,0,0,No,,,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
406,GAFF01,TSA,GenBank,,PLN,Medicago sativa,PRJNA179114,,,,165050037,192768,0,No,0,0,0,No,,,2014-02-18T00:00:00Z,2014-02-18T00:00:00Z
50,GFVJ01,TSA,GenBank,,PLN,Megathyrsus maximus,PRJNA351863,"SAMN05956423,SAMN05956424",,,84680233,106740,0,No,0,0,0,No,,,2018-01-03T00:00:00Z,2018-01-03T00:00:00Z
373,IADV01,TSA,DDBJ,,PLN,Melampyrum roseum,PRJDB5395,"SAMD00069586,SAMD00069587",,"tissue_type: mixture of flower\, seed\, leaf and root",146339412,113462,0,No,0,0,0,No,,,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z
11,GFQN01,TSA,GenBank,,PLN,Melastoma malabathricum,PRJNA392341,"SAMN07293141,SAMN07293142,SAMN07293143,SAMN07293144,SAMN07293145,SAMN07293146",,,55941308,51892,0,No,0,0,0,No,,,2019-04-30T00:00:00Z,2019-04-30T00:00:00Z
285,GHIY01,TSA,GenBank,,PLN,Melastoma malabathricum,PRJNA491247,SAMN10068243,"cultivar: Linn,isolate: Leaves","dev_stage: matured leaves,tissue_type: leaves",15670825,26768,0,No,0,0,0,No,,,2019-04-18T00:00:00Z,2019-04-18T00:00:00Z
573,GBLK01,TSA,GenBank,,PLN,Mesembryanthemum crystallinum,PRJNA217685,"SAMN02732138,SAMN02732139",,,36623934,24204,0,No,0,0,0,No,,,2016-04-28T00:00:00Z,2015-09-15T00:00:00Z
71,GFXX01,TSA,GenBank,,PLN,Mesostigma viride,PRJNA399177,SAMN07534704,isolate: CCAC 1140,"dev_stage: 66000 cells/mL,tissue_type: unicells",8015920,4729,0,No,0,0,0,No,,,2018-03-07T00:00:00Z,2018-03-07T00:00:00Z
512,GBEK01,TSA,GenBank,,PLN,Mesostigma viride,PRJNA245218,SAMN02732397,strain: NIES-995,isolation_source: Pond water,40230640,49323,0,No,0,0,0,No,,,2016-05-02T00:00:00Z,2016-05-02T00:00:00Z
592,GBSK01,TSA,GenBank,,PLN,Mesostigma viride,PRJNA242253,SAMN03085419,cultivar: NIES995,tissue_type: vegetative cells,75230012,75998,0,No,0,0,0,No,,,2015-01-13T00:00:00Z,2015-01-06T00:00:00Z
839,GEOZ01,TSA,GenBank,,PLN,Millettia pinnata,PRJNA323432,SAMN03323607,,"dev_stage: seed development stages,tissue_type: Seed",42186440,53586,0,No,0,0,0,No,,,2016-06-16T00:00:00Z,2016-06-16T00:00:00Z
784,GEDE01,TSA,GenBank,,PLN,Miscanthus lutarioriparius,PRJNA226258,"SAMN02399872,SAMN02399873,SAMN02400704,SAMN02400705,SAMN02400706,SAMN02400707,SAMN02400708,SAMN02400709,SAMN02400710,SAMN02400711,SAMN02400712,SAMN02400713,SAMN02400714,SAMN02400715,SAMN02400716,SAMN02400717,SAMN02400718,SAMN02400719,SAMN02400720,SAMN02400721,SAMN02400722,SAMN02400723,SAMN02400724,SAMN02400725,SAMN02400727,SAMN02400729,SAMN02400730,SAMN02400731,SAMN02400732,SAMN02400733,SAMN02400734,SAMN02400736,SAMN02400737,SAMN02400739,SAMN02400740,SAMN02400741,SAMN02400742,SAMN02400743,SAMN02400744,SAMN02400745,SAMN02400746,SAMN02400747,SAMN02400749,SAMN02400750,SAMN02400751,SAMN02400752,SAMN02400753,SAMN02400754,SAMN02400755,SAMN02400756,SAMN02400758,SAMN02400759,SAMN02400760,SAMN02400761",,,28964222,18178,0,No,0,0,0,No,,,2015-12-21T00:00:00Z,2015-12-21T00:00:00Z
449,GANF01,TSA,GenBank,,PLN,Momordica charantia,PRJNA213805,SAMN02296947,cultivar: gynoecious line Gy323,tissue_type: shoot; root; buds; young leaves,57401152,54667,0,No,0,0,0,No,,,2013-08-29T00:00:00Z,2013-08-29T00:00:00Z
450,GANG01,TSA,GenBank,,PLN,Momordica charantia,PRJNA213805,SAMN02296947,cultivar: monoecious line DRAR1,tissue_type: shoot; root; buds; young leaves,54761763,51326,0,No,0,0,0,No,,,2013-08-29T00:00:00Z,2013-08-29T00:00:00Z
61,GFWM01,TSA,GenBank,,PLN,Monotropa hypopitys,PRJNA330626,SAMN05420111,,"dev_stage: flowering plant,tissue_type: inflorescence",72606624,51379,0,No,0,0,0,No,,,2018-06-22T00:00:00Z,2018-06-22T00:00:00Z
768,GDRX01,TSA,GenBank,,PLN,Moriera spinosa,PRJNA293034,SAMN03996580,,"dev_stage: adult,tissue_type: leaves\, meristem",55314835,60736,0,No,0,0,0,No,,,2015-10-13T00:00:00Z,2015-10-13T00:00:00Z
708,GDGL01,TSA,GenBank,,PLN,Moringa oleifera,PRJNA283303,SAMN03761945,cultivar: PE009,"dev_stage: Multiple,tissue_type: Mixture of Tissues",1435955,951,0,No,0,0,0,No,,,2015-07-10T00:00:00Z,2015-07-10T00:00:00Z
625,GBZO01,TSA,GenBank,,PLN,Morus alba var. alba,PRJNA270124,SAMN02230331,breed: kangqing10,,41634620,41848,0,No,0,0,0,No,,,2016-03-30T00:00:00Z,2016-03-30T00:00:00Z
835,GENV01,TSA,GenBank,,PLN,Mucuna pruriens,PRJNA319685,SAMN04903470,cultivar: pruriens,"dev_stage: Leaf\, root and pod,tissue_type: Leaf",46054269,71659,0,No,0,0,0,No,,,2017-06-02T00:00:00Z,2017-06-02T00:00:00Z
385,GABH01,TSA,GenBank,,PLN,Musa ABB Group,PRJNA169175,SAMN01057529,cultivar: dajiao,tissue_type: whole plant,51869800,38183,0,No,0,0,0,No,,,2015-07-20T00:00:00Z,2012-11-13T00:00:00Z
242,GGTY01,TSA,GenBank,,PLN,Myosoton aquaticum,PRJNA429091,SAMN08329153,,"isolation_source: progeny of resistant single plant,tissue_type: leaf",77484677,91967,0,No,0,0,0,No,,,2019-06-11T00:00:00Z,2019-06-11T00:00:00Z
305,GHLJ01,TSA,GenBank,,PLN,Napoleonaea imperialis,PRJNA523039,SAMN10963044,isolate: 2005-1780 A,tissue_type: leaf,13333823,29247,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
103,GGAS01,TSA,GenBank,,PLN,Narenga porphyrocoma,PRJNA419791,"SAMN08098098,SAMN08098099",,,124764326,104624,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-11-05T00:00:00Z
827,GEMH01,TSA,GenBank,,PLN,Narenga porphyrocoma,PRJNA318726,"SAMN04866706,SAMN04866707",cultivar: The Narenga-T were imposed by withholding water for 22 days in a controlled-environment growth greenhouse,tissue_type: leaf,150304318,129284,0,No,0,0,0,No,,,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z
824,GEMC01,TSA,GenBank,,PLN,Nasturtium officinale,PRJNA284126,SAMN03702571,,"dev_stage: vegetative,tissue_type: leaf and stem",80682288,80741,0,No,0,0,0,No,,,2016-05-24T00:00:00Z,2016-05-24T00:00:00Z
413,GAHV01,TSA,GenBank,,PLN,Nelumbo nucifera,PRJNA196449,SAMN02028153,,tissue_type: root,89311,107,0,No,0,0,0,No,,,2013-04-30T00:00:00Z,2013-04-30T00:00:00Z
480,GASC01,TSA,GenBank,,PLN,Neolamarckia cadamba,PRJNA232616,SAMN02486576,,,44505169,55370,0,No,0,0,0,No,,,2014-06-02T00:00:00Z,2014-06-02T00:00:00Z
193,GGLJ01,TSA,GenBank,,PLN,Nepenthes ampullaria,PRJNA299862,SAMN06660653,,"dev_stage: Mature within 1 day of pitcher opening,tissue_type: Pitcher",42148385,25914,0,No,0,0,0,No,,,2018-06-04T00:00:00Z,2018-06-04T00:00:00Z
898,GFAE01,TSA,GenBank,,PLN,Nepenthes ampullaria,PRJNA299862,"SAMN04226475,SAMN04226476,SAMN04226477",,,141560186,200606,0,No,0,0,0,No,,,2017-11-07T00:00:00Z,2017-11-07T00:00:00Z
876,GEXD02,TSA,GenBank,,PLN,Nepenthes khasiana,PRJNA296942,SAMN04112247,isolate: Jarain,"dev_stage: mature leaf,tissue_type: leaf",230534860,322321,0,No,0,0,0,No,,,2019-07-12T00:00:00Z,2019-07-12T00:00:00Z
930,GFDV01,TSA,GenBank,,PLN,Nepenthes khasiana,PRJNA345154,"SAMN05858655,SAMN05858656,SAMN05858657,SAMN05858658,SAMN05858659,SAMN05858660,SAMN05858661,SAMN05858662,SAMN05858663,SAMN05858664",,,421223513,576095,0,No,0,0,0,No,,,2019-02-12T00:00:00Z,2019-02-12T00:00:00Z
192,GGLG01,TSA,GenBank,,PLN,Nepenthes rafflesiana,PRJNA299862,SAMN06660654,,"dev_stage: Mature within 1 day of pitcher opening,tissue_type: Pitcher",51342367,30558,0,No,0,0,0,No,,,2018-06-04T00:00:00Z,2018-06-04T00:00:00Z
897,GFAD01,TSA,GenBank,,PLN,Nepenthes ventricosa x Nepenthes alata,PRJNA299862,"SAMN04216879,SAMN04216880,SAMN04216881",,,138994141,179562,0,No,0,0,0,No,,,2017-11-07T00:00:00Z,2017-11-07T00:00:00Z
191,GGLF01,TSA,GenBank,,PLN,Nepenthes x hookeriana,PRJNA299862,SAMN06660655,,"dev_stage: Mature within 1 day of pitcher opening,tissue_type: Pitcher",57333289,33278,0,No,0,0,0,No,,,2018-06-04T00:00:00Z,2018-06-04T00:00:00Z
519,GBGF01,TSA,GenBank,,PLN,Nicotiana attenuata,PRJNA223344,SAMN02378603,,,59543859,90466,56,Yes,0,0,0,No,,,2016-04-19T00:00:00Z,2014-11-19T00:00:00Z
673,GCZL01,TSA,GenBank,,PLN,Nicotiana attenuata,PRJNA223344,SAMN02378603,breed: 30x inbred,,33108,30,30,Yes,0,0,0,No,,,2015-10-13T00:00:00Z,2015-10-13T00:00:00Z
783,GEDD01,TSA,GenBank,,PLN,Nicotiana attenuata,PRJNA223344,SAMN02378603,breed: 30x inbred,,17987,5,5,Yes,0,0,0,No,,,2016-03-18T00:00:00Z,2016-03-18T00:00:00Z
832,GEMV01,TSA,GenBank,,PLN,Nicotiana obtusifolia,PRJNA316803,SAMN04590144,cultivar: 1x inbred,"dev_stage: Multiple stages: seedlings\, rosette\, flowering\, seed ripening,tissue_type: Muliple tissues: seedlings\, leaves\, stems\, roots\, flower parts\, ripening seed capsules",126718535,223135,0,No,0,0,0,No,,,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
508,GBEA01,TSA,GenBank,,PLN,Nicotiana tabacum,PRJNA245117,SAMN02732167,cultivar: MSK326 and Yunyan203,tissue_type: leaves,63966611,97921,0,No,0,0,0,No,,,2015-05-26T00:00:00Z,2015-05-26T00:00:00Z
709,GDGU01,TSA,GenBank,,PLN,Nicotiana tabacum,PRJNA285004,"SAMN03734873,SAMN03734874",,,314513409,225815,0,No,0,0,0,No,,,2016-08-02T00:00:00Z,2016-08-02T00:00:00Z
814,GEGM01,TSA,GenBank,,PLN,Nicotiana tabacum,PRJNA313137,SAMN04515813,cultivar: Cuibiyihao,"dev_stage: Adult seedlings,tissue_type: Leaf and root",5724477,14594,0,No,0,0,0,No,,,2016-04-05T00:00:00Z,2016-04-05T00:00:00Z
919,GFCB01,TSA,GenBank,,PLN,Nicotiana tabacum,PRJNA342398,"SAMN05944797,SAMN05944798",,,63254033,95422,0,No,0,0,0,No,,,2016-12-08T00:00:00Z,2016-12-08T00:00:00Z
598,GBST01,TSA,GenBank,,PLN,Nitella mirabilis,PRJNA242253,SAMN00855383,,,88031437,100277,0,No,0,0,0,No,,,2015-01-13T00:00:00Z,2015-01-06T00:00:00Z
482,GASZ01,TSA,GenBank,,PLN,Noccaea caerulescens,PRJNA237055,SAMN02614408,,,24428570,23725,0,No,0,0,0,No,,,2014-07-08T00:00:00Z,2014-06-02T00:00:00Z
857,GEVI01,TSA,GenBank,,PLN,Noccaea caerulescens,PRJNA327496,"SAMN05335705,SAMN05335706,SAMN05335707,SAMN05335708,SAMN05335709,SAMN05335710",,,34574971,28885,24802,Yes,0,0,0,No,,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z
858,GEVK01,TSA,GenBank,,PLN,Noccaea caerulescens,PRJNA327496,"SAMN05335711,SAMN05335712,SAMN05335713,SAMN05335714,SAMN05335715,SAMN05335716",,,34855706,28655,24595,Yes,0,0,0,No,,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z
859,GEVL01,TSA,GenBank,,PLN,Noccaea caerulescens,PRJNA327496,"SAMN05335717,SAMN05335718,SAMN05335719,SAMN05335720,SAMN05335721,SAMN05335722",,,35143842,28744,24509,Yes,0,0,0,No,,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z
860,GEVM01,TSA,GenBank,,PLN,Noccaea caerulescens,PRJNA327496,"SAMN05335723,SAMN05335724,SAMN05335725,SAMN05335726,SAMN05335727,SAMN05335728",,,35947104,28597,24468,Yes,0,0,0,No,,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z
430,GAKK01,TSA,GenBank,,PLN,Nothapodytes nimmoniana,PRJNA207019,SAMN02190965,,tissue_type: stem,290869,995,0,No,0,0,0,No,,,2015-07-20T00:00:00Z,2014-07-08T00:00:00Z
173,GGJD01,TSA,GenBank,,PLN,Nothofagus pumilio,PRJNA414196,"SAMN07782031,SAMN07782032",,,24655635,20765,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
174,GGJE01,TSA,GenBank,,PLN,Nothofagus pumilio,PRJNA414196,"SAMN07782033,SAMN07782034",,,21219826,18123,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
183,GGJV01,TSA,GenBank,,PLN,Nothofagus pumilio,PRJNA414196,"SAMN07782035,SAMN07782036",,,24286022,20348,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
184,GGJW01,TSA,GenBank,,PLN,Nothofagus pumilio,PRJNA414196,"SAMN07782037,SAMN07782038",,,16145207,19140,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
458,GAOS01,TSA,GenBank,,PLN,Notholithocarpus densiflorus,PRJNA215162,"SAMN02302591,SAMN02302592,SAMN02302593,SAMN02302594",,tissue_type: leaf,43452124,48319,0,No,0,0,0,No,,,2014-02-11T00:00:00Z,2014-02-11T00:00:00Z
244,GGUL01,TSA,GenBank,,PLN,Nymphaea alba,PRJNA472003,SAMN09223346,isolate: Abant Lake,"dev_stage: Mature\, Flowered,tissue_type: petal\, stamen\, leaf\, petiol and root",26383995,22384,0,No,0,0,0,No,,,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
915,GFBT01,TSA,GenBank,,PLN,Nymphoides peltata,PRJNA282005,"SAMN03491219,SAMN03565818",,,131185184,182811,0,No,0,0,0,No,,,2016-12-22T00:00:00Z,2016-12-22T00:00:00Z
693,GDFT01,TSA,GenBank,,PLN,Nypa fruticans,PRJNA283566,SAMN03652776,,"dev_stage: adult,tissue_type: leaf",32797528,45368,0,No,0,0,0,No,,,2015-07-01T00:00:00Z,2015-07-01T00:00:00Z
15,GFRQ01,TSA,GenBank,,PLN,Ocimum tenuiflorum,PRJNA390220,SAMN07224394,"cultivar: CIM Ayu,isolate: Mono","dev_stage: 2 month,tissue_type: leaf",66966370,68190,0,No,0,0,0,No,,,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
16,GFRR01,TSA,GenBank,,PLN,Ocimum tenuiflorum,PRJNA390220,SAMN07224392,"cultivar: CIM Ayu,isolate: Mono","dev_stage: 2 month,tissue_type: leaf",59658901,64784,0,No,0,0,0,No,,,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
17,GFRS01,TSA,GenBank,,PLN,Ocimum tenuiflorum,PRJNA390220,SAMN07212647,"cultivar: CIM Ayu,isolate: Mono","dev_stage: 2 month,tissue_type: leaf",81111078,75988,0,No,0,0,0,No,,,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
18,GFRU01,TSA,GenBank,,PLN,Ocimum tenuiflorum,PRJNA390220,SAMN07224393,"cultivar: CIM Ayu,isolate: Mono","dev_stage: 2 month,tissue_type: leaf",69761177,65514,0,No,0,0,0,No,,,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
21,GFSH01,TSA,GenBank,,PLN,Ocimum tenuiflorum,PRJNA390227,SAMN07224453,"cultivar: CIM Ayu,isolate: Mono","dev_stage: 2 month,tissue_type: leaf",67178398,65072,0,No,0,0,0,No,,,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
25,GFSN01,TSA,GenBank,,PLN,Ocimum tenuiflorum,PRJNA390220,SAMN07224395,"cultivar: CIM Ayu,isolate: Mono","dev_stage: 2 month,tissue_type: leaf",41641829,53568,0,No,0,0,0,No,,,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
390,GABQ01,TSA,GenBank,,PLN,Olea europaea,PRJNA177329,SAMN01761013,,tissue_type: meristem; fruit,38006553,81020,0,No,0,0,0,No,,,2015-07-20T00:00:00Z,2013-03-15T00:00:00Z
570,GBKW01,TSA,GenBank,,PLN,Olea europaea,PRJNA256033,"SAMN02937426,SAMN02937427,SAMN02937428,SAMN02937429,SAMN02937430,SAMN02937431,SAMN02937432,SAMN02937433,SAMN02937434,SAMN02937435,SAMN02937436,SAMN02937437,SAMN02937438",cultivar: Picual,,85805151,157699,0,No,0,0,0,No,,,2014-12-11T00:00:00Z,2014-12-11T00:00:00Z
641,GCJV01,TSA,GenBank,,PLN,Olea europaea,PRJNA272494,SAMN03282620,cultivar: Leccino,tissue_type: leaf,49491791,44286,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
774,GDUL01,TSA,GenBank,,PLN,Olea europaea,PRJNA185390,SAMN01883160,cultivar: Istrska belica,"host: 4146,isolation_source: fruits",32762373,71824,0,No,0,0,0,No,,,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z
218,GGNO01,TSA,GenBank,,PLN,Onobrychis viciifolia,PRJNA451349,SAMN08968804,,tissue_type: nodules,35471310,60964,0,No,0,0,0,No,,,2018-05-17T00:00:00Z,2018-05-17T00:00:00Z
